objectid,filename,title,format,photographer,mine,depth,date,description,latitude,longitude,donor,subject-lcsh,subject-LCTGM,location,source,Digital Collection,Holding Insititution,Format Original,type,Identifier,Date Digital,Language,rights,rightsstatement,Digitization Specifications
watkins68,89-1234.jpg,Mountain Consolidated Mine 200 ft. level East sill floor [no. 1234],image/jpg,"Watkins, Carleton E.",Mountain Consolidated Mine,200,1890,Mt Con 200 level East sill floor.  Showing ore breast.,46.02333333,-112.5313889,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States--Montana--Silver Bow County--Butte--Anaconda Mine,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library; Special Collections & Archives,Black and White Photograph,Image;StillImage,89-1234,2011-03,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Original is archival Tiff. Displayed is a reduced jpg.
watkins69,89-1235.jpg,Mountain Consolidated Mine 550 ft. level East sill floor,image/jpg,"Watkins, Carleton E.",Mountain Consolidated Mine,550,1890,Mountain Consolidated Mine 550 level East sill floor.  Showing drilling machine drilling ore breast . Ore 45 ft.,46.02333333,-112.5313889,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States--Montana--Silver Bow County--Butte--Anaconda Mine,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library; Special Collections & Archives,Black and White Photograph,Image;StillImage,89-1235,2011-03,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Original is archival Tiff. Displayed is a reduced jpg.
watkins70,89-1236.jpg,Mountain Consolidated Mine 400 ft. level East [no. 1236],image/jpg,"Watkins, Carleton E.",Mountain Consolidated Mine,400,1890,Mt Con 400 level East.  Showing two sets of ore in face timbered close to breast.  Ore 25 ft.,46.02333333,-112.5313889,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States--Montana--Silver Bow County--Butte--Anaconda Mine,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library; Special Collections & Archives,Black and White Photograph,Image;StillImage,89-1236,2011-03,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Original is archival Tiff. Displayed is a reduced jpg.
watkins71,89-1237.jpg,Mountain Consolidated Mine 300 ft. level West [no. 1237],image/jpg,"Watkins, Carleton E.",Mountain Consolidated Mine,300,1890,Mt Con 300 level West.  Showing course of extraction of ore.  Ore 30 ft.,46.02333333,-112.5313889,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States--Montana--Silver Bow County--Butte--Anaconda Mine,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library; Special Collections & Archives,Black and White Photograph,Image;StillImage,89-1237,2011-03,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Original is archival Tiff. Displayed is a reduced jpg.
watkins72,89-1238.jpg,Mountain Consolidated Mine 400 ft. level East [no. 1238],image/jpg,"Watkins, Carleton E.",Mountain Consolidated Mine,400,1890,Mt Con 400 level East.  Showing ore towards hanging wall.,46.02333333,-112.5313889,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States--Montana--Silver Bow County--Butte--Anaconda Mine,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library; Special Collections & Archives,Black and White Photograph,Image;StillImage,89-1238,2011-03,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Original is archival Tiff. Displayed is a reduced jpg.
watkins73,89-1239.jpg,Mountain Consolidated Mine 400 ft. level East,image/jpg,"Watkins, Carleton E.",Mountain Consolidated Mine,400,1890,Showing waste filling between timbers 25 ft. From ore breast.  Ore 25 ft. Mountain Consolidated Mine 400 ft. level East,46.02333333,-112.5313889,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States--Montana--Silver Bow County--Butte--Anaconda Mine,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library; Special Collections & Archives,Black and White Photograph,Image;StillImage,89-1239,2011-03,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Original is archival Tiff. Displayed is a reduced jpg.
watkins74,89-1240.jpg,Mountain Consolidated Mine 550 ft. level East [no. 1240],image/jpg,"Watkins, Carleton E.",Mountain Consolidated Mine,550,1890,Mt Con 550 level East.  Showing ore in breast.,46.02333333,-112.5313889,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States--Montana--Silver Bow County--Butte--Anaconda Mine,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library; Special Collections & Archives,Black and White Photograph,Image;StillImage,89-1240,2011-03,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Original is archival Tiff. Displayed is a reduced jpg.
watkins75,89-1241.jpg,Mountain Consolidated Mine 400 ft. level East [no. 1241],image/jpg,"Watkins, Carleton E.",Mountain Consolidated Mine,400,1890,Mt Con 550 level East.  Showing drilling machine in operation.,46.02333333,-112.5313889,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States--Montana--Silver Bow County--Butte--Anaconda Mine,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library; Special Collections & Archives,Black and White Photograph,Image;StillImage,89-1241,2011-03,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Original is archival Tiff. Displayed is a reduced jpg.
watkins76,89-1242.jpg,Mountain Consolidated Mine 550 ft. level East [no. 1242],image/jpg,"Watkins, Carleton E.",Mountain Consolidated Mine,550,1890,Mt Con 550 level East.  Showing ore after blasting.,46.02333333,-112.5313889,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States--Montana--Silver Bow County--Butte--Anaconda Mine,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library; Special Collections & Archives,Black and White Photograph,Image;StillImage,89-1242,2011-03,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Original is archival Tiff. Displayed is a reduced jpg.
watkins77,89-1170.jpg,Anaconda Mine 1000 ft. level West [no. 1170],image/jpg,"Watkins, Carleton E.",Anaconda Mine,1000,1890,Anaconda Mine 1000 level West Ore 75 ft.,46.01972222,-112.5236111,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States--Montana--Silver Bow County--Butte--Anaconda Mine,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library; Special Collections & Archives,Black and White Photograph,Image;StillImage,89-1170,2011-03,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Original is archival Tiff. Displayed is a reduced jpg.
watkins78,89-1243.jpg,Mountain Consolidated Mine 550 ft. level [no. 1243],image/jpg,"Watkins, Carleton E.",Mountain Consolidated Mine,550,1890,Mt Con 550 level.  Pump station.,46.02333333,-112.5313889,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States--Montana--Silver Bow County--Butte--Anaconda Mine,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library; Special Collections & Archives,Black and White Photograph,Image;StillImage,89-1243,2011-03,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Original is archival Tiff. Displayed is a reduced jpg.
watkins79,89-1171.jpg,Anaconda Mine 1000 ft. level West [no. 1171],image/jpg,"Watkins, Carleton E.",Anaconda Mine,1000,1890,Anaconda Mine 1000 level West Ore 75 ft.,46.01972222,-112.5236111,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States--Montana--Silver Bow County--Butte--Anaconda Mine,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library; Special Collections & Archives,Black and White Photograph,Image;StillImage,89-1171,2011-03,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Original is archival Tiff. Displayed is a reduced jpg.
